,Ram,Storage,Brand,Color,Display_Size,Display_Type,Front_Cam,Rear_Cam,Price
592,6 GB RAM ,128 GB RO,redmi,Blue,6.39,HD+,20,48,"₹28,999"
593,6 GB RAM ,64 GB ROM,redmi,Blue,5.99,HD+,20,12,"₹16,999"
594,3 GB RAM ,32 GB ROM,redmi,Grey,5.99,HD,5,13,"₹6,999"
595,8 GB RAM ,128 GB RO,xiaomi,Black,6.67,AMOLED,16,108,"₹26,999"
598,4 GB RAM ,64 GB ROM,redmi,Black,6.67,HD+,16,48,"₹14,450"
600,4 GB RAM ,64 GB ROM,redmi,Gold,6.67,HD+,16,48,"₹14,990"
601,6 GB RAM ,128 GB RO,redmi,Blue,6.3,HD+,13,48,"₹14,998"
604,3 GB RAM ,32 GB ROM,redmi,Black,6.22,HD+,8,12,"₹8,999"
607,3 GB RAM ,32 GB ROM,redmi,Blue,6.3,HD+,13,48,"₹11,999"
609,8 GB RAM ,128 GB RO,Mi,Black,6.67,HD+,20,48,"₹24,808"
611,6 GB RAM ,128 GB RO,xiaomi,Green,6.67,AMOLED,16,108,"₹24,999"
623,6 GB RAM ,128 GB RO,Mi,Silver,6.67,HD+,20,48,"₹24,490"
624,6 GB RAM ,128 GB RO,redmi,Blue,6.3,HD+,13,48,"₹17,999"
625,4 GB RAM ,64 GB ROM,Mi,Blue,5.99,HD+,20,20,"₹17,499"
627,8 GB RAM ,128 GB RO,Mi,Silver,6.67,HD+,20,108,"₹25,999"
630,4 GB RAM ,64 GB ROM,Mi,Gold,5.99,HD+,20,20,"₹17,499"
631,2 GB RAM ,16 GB ROM,redmi,Grey,5.99,HD,5,13,"₹6,999"
632,8 GB RAM ,128 GB RO,xiaomi,Pearl,6.67,AMOLED,16,108,"₹26,999"
633,8 GB RAM ,256 GB RO,Mi,Silver,6.67,HD+,20,108,"₹34,999"
634,4 GB RAM ,64 GB ROM,redmi,Black,6.22,HD+,8,12,"₹10,999"
637,2 GB RAM ,16 GB ROM,redmi,Black,5.45,HD+,5,12,"₹6,499"
638,6 GB RAM ,128 GB RO,Mi,Black,6.55,HD+,16,64,"₹21,999"
640,4 GB RAM ,64 GB ROM,redmi,Carbon,6.53,HD+,5,13,"₹8,935"
641,4 GB RAM ,64 GB ROM,redmi,Blue,6.3,HD+,13,12,"₹14,999"
643,4 GB RAM ,64 GB ROM,Mi,Black,5.5,HD,5,12,"₹14,599"
645,4 GB RAM ,64 GB ROM,redmi,Blue,5.7,HD,5,12,"₹8,299"
646,2 GB RAM ,16 GB ROM,Mi,Grey,5.7,HD,2,13,"₹16,999"
648,4 GB RAM ,64 GB ROM,redmi,Blue,6.53,HD+,5,13,"₹9,015"
654,3 GB RAM ,32 GB ROM,redmi,Grey,5.99,HD+,16,12,"₹10,499"
655,3 GB RAM ,32 GB ROM,redmi,Gold,5.99,HD+,16,12,"₹10,499"
656,6 GB RAM ,128 GB RO,Mi,Blue,5.99,HD+,20,20,"₹20,500"
657,3 GB RAM ,32 GB ROM,redmi,Gold,5.7,HD+,5,12,"₹9,999"
658,8 GB RAM ,256 GB RO,redmi,Pearl,6.39,HD+,20,48,"₹31,999"
660,3 GB RAM ,32 GB ROM,redmi,Gold,5.99,HD+,16,12,"₹10,499"
661,6 GB RAM ,64 GB ROM,redmi,Pearl,6.39,HD+,20,48,"₹22,999"
662,3 GB RAM ,64 GB ROM,redmi,White,6.22,HD+,8,13,"₹9,999"
666,3 GB RAM ,32 GB ROM,Mi,White,5.15,HD,4,16,"₹24,999"
667,2 GB RAM ,16 GB ROM,redmi,Silver,5.15,HD,5,13,"₹6,999"
668,2 GB RAM ,16 GB ROM,redmi,Gold,5.15,HD,5,13,"₹6,999"
669,4 GB RAM ,128 GB RO,redmi,Blue,6.53,HD+,5,13,"₹9,990"
670,3 GB RAM ,32 GB ROM,Mi,Gold,5.15,HD,4,16,"₹24,999"
671,4 GB RAM ,64 GB ROM,redmi,Blue,5.99,HD+,5,12,"₹11,999"
674,3 GB RAM ,32 GB ROM,Mi,Silver,6.44,HD,5,16,"₹14,999"
675,8 GB RAM ,128 GB RO,xiaomi,Green,6.67,AMOLED,16,108,"₹26,999"
677,6 GB RAM ,128 GB RO,redmi,Pearl,6.39,HD+,20,48,"₹28,999"
678,8 GB RAM ,128 GB RO,xiaomi,Pearl,6.67,AMOLED,16,108,"₹26,999"
679,2 GB RAM ,16 GB ROM,Mi,Blue,6.67,HD,5,13,"₹12,999"
680,4 GB RAM ,64 GB ROM,redmi,Blue,5.5,HD,5,13,"₹12,749"
681,3 GB RAM ,32 GB ROM,Mi,Black,5.15,HD,4,16,"₹24,999"
683,8 GB RAM ,256 GB RO,redmi,Carbon,6.39,HD+,20,48,"₹31,999"
684,3 GB RAM ,32 GB ROM,Mi,Grey,6.44,HD,5,16,"₹14,999"
685,6 GB RAM ,64 GB ROM,Mi,Black,6.67,HD+,16,108,"₹21,999"
686,6 GB RAM ,128 GB RO,Mi,Gold,5.99,HD+,20,20,"₹20,500"
687,6 GB RAM ,128 GB RO,Mi,Black,5.99,HD+,20,20,"₹20,500"
688,2 GB RAM ,32 GB ROM,Mi,Grey,5.99,HD,5,13,"₹14,999"
692,4 GB RAM ,64 GB ROM,redmi,Gold,5.99,HD+,16,12,"₹13,499"
695,3 GB RAM ,32 GB ROM,redmi,Grey,5.5,HD,5,13,"₹10,649"
696,6 GB RAM ,128 GB RO,Mi,Blue,6.08,HD+,32,48,"₹17,499"
698,6 GB RAM ,64 GB ROM,redmi,Black,6.26,HD+,20,12,"₹17,999"
699,6 GB RAM ,64 GB ROM,Mi,Blue,6.67,HD+,16,108,"₹21,999"
700,6 GB RAM ,64 GB ROM,redmi,Gold,5.99,HD+,20,12,"₹16,999"
701,6 GB RAM ,128 GB RO,redmi,White,6.67,HD+,16,48,"₹14,990"
702,6 GB RAM ,128 GB RO,redmi,Black,6.3,HD+,13,48,"₹15,999"
703,6 GB RAM ,128 GB RO,redmi,White,6.3,HD+,13,48,"₹17,999"
704,4 GB RAM ,64 GB ROM,redmi,Black,6.3,HD+,13,48,"₹15,999"
705,6 GB RAM ,128 GB RO,redmi,White,6.3,HD+,13,48,"₹15,999"
707,2 GB RAM ,16 GB ROM,Mi,Grey,4.7,HD,5,13,"₹12,999"
708,8 GB RAM ,128 GB RO,Mi,Silver,6.67,HD+,20,108,"₹38,849"
709,4 GB RAM ,64 GB ROM,redmi,Gold,5.99,HD+,5,12,"₹11,999"
710,4 GB RAM ,64 GB ROM,redmi,Blue,5.99,HD+,16,12,"₹13,999"
711,6 GB RAM ,64 GB ROM,redmi,WHITE,6.3,HD+,13,48,"₹16,999"
713,6 GB RAM ,64 GB ROM,redmi,Gold,6.26,HD+,20,12,"₹17,999"
714,4 GB RAM ,64 GB ROM,redmi,Grey,5.5,HD,16,13,"₹11,999"
715,6 GB RAM ,128 GB RO,redmi,Gold,6.67,HD+,16,48,"₹19,999"
717,3 GB RAM ,32 GB ROM,redmi,Silver,5.99,HD,5,13,"₹8,999"
720,3 GB RAM ,32 GB ROM,redmi,Grey,5.5,HD,5,13,"₹8,999"
724,2 GB RAM ,16 GB ROM,Mi,Yellow,6.55,HD,5,13,"₹12,999"
725,3 GB RAM ,32 GB ROM,redmi,Blue,6.22,HD+,8,13,"₹8,999"
726,2 GB RAM ,16 GB ROM,Mi,White,6.22,HD,5,13,"₹12,999"
728,3 GB RAM ,64 GB ROM,redmi,Blue,6.22,HD+,8,13,"₹9,999"
730,3 GB RAM ,16 GB ROM,Mi,White,6.67,HD,8,13,"₹14,999"
738,4 GB RAM ,64 GB ROM,redmi,Blue,6.26,HD+,32,12,"₹9,940"
743,2 GB RAM ,16 GB ROM,redmi,Black,5.7,HD+,5,12,"₹7,490"
744,6 GB RAM ,128 GB RO,redmi,Purple,6.3,HD+,13,48,"₹15,999"
745,6 GB RAM ,128 GB RO,Mi,Black,5.99,HD+,5,12,"₹37,999"
746,3 GB RAM ,32 GB ROM,redmi,Blue,5.99,HD,5,13,"₹6,999"
748,2 GB RAM ,16 GB ROM,redmi,Grey,4.7,HD,2,8,"₹6,999"
749,2 GB RAM ,16 GB ROM,redmi,White,4.7,HD,2,8,"₹6,999"
750,2 GB RAM ,16 GB ROM,redmi,Gold,4.7,HD,5,13,"₹5,999"
751,3 GB RAM ,32 GB ROM,redmi,Gold,5.5,HD,5,16,"₹6,990"
752,3 GB RAM ,32 GB ROM,redmi,Grey,5.5,HD,16,13,"₹8,999"
753,4 GB RAM ,64 GB ROM,redmi,Black,5.7,HD+,5,12,"₹11,990"
754,8 GB RAM ,256 GB RO,Mi,Black,6.67,HD+,20,108,"₹31,990"
755,4 GB RAM ,64 GB ROM,Mi,White,6.088,HD+,32,48,"₹14,999"
756,3 GB RAM ,32 GB ROM,redmi,White,6.3,HD+,13,48,"₹11,990"
757,3 GB RAM ,32 GB ROM,redmi,Black,6.3,HD+,13,48,"₹11,450"
758,2 GB RAM ,16 GB ROM,redmi,Blue,5.7,HD+,5,12,"₹8,499"
759,4 GB RAM ,64 GB ROM,Mi,Grey,6.088,HD+,32,48,"₹14,999"
760,8 GB RAM ,128 GB RO,Mi,Black,6.67,HD+,16,108,"₹24,099"
761,6 GB RAM ,128 GB RO,Mi,Black,6.67,HD+,16,108,"₹21,975"
763,4 GB RAM ,64 GB ROM,redmi,Gold,5.7,HD+,5,12,"₹10,990"
764,3 GB RAM ,32 GB ROM,redmi,Blue,6.3,HD+,13,48,"₹11,990"
766,4 GB RAM ,64 GB ROM,Mi,Gold,5.5,HD,5,12,"₹14,599"
767,4 GB RAM ,64 GB ROM,Mi,Gold,5.5,HD,5,12,"₹14,999"
768,4 GB RAM ,64 GB ROM,Mi,Blue,6.088,HD+,32,48,"₹14,999"
770,2 GB RAM ,16 GB ROM,redmi,Gold,5.7,HD+,5,12,"₹8,489"
771,3 GB RAM ,32 GB ROM,redmi,Black,6.26,HD+,8,12,"₹8,799"
773,4 GB RAM ,64 GB ROM,redmi,Gold,5.84,HD+,5,12,"₹10,725"
777,6 GB RAM ,128 GB RO,redmi,Black,6.67,HD+,16,48,"₹17,399"
778,4 GB RAM ,128 GB RO,redmi,Blue,6.67,HD+,16,48,"₹13,990"
779,4 GB RAM ,64 GB ROM,redmi,Gold,6.67,HD+,16,48,"₹13,690"
780,4 GB RAM ,128 GB RO,redmi,Gold,6.67,HD+,16,48,"₹14,640"
782,2 GB RAM ,16 GB ROM,redmi,Grey,5.5,HD,5,13,"₹7,499"
783,6 GB RAM ,128 GB RO,redmi,Blue,6.67,HD+,16,48,"₹15,990"
784,4 GB RAM ,64 GB ROM,redmi,Black,6.26,HD+,32,12,"₹10,990"
785,3 GB RAM ,32 GB ROM,redmi,Black,6.26,HD+,32,12,"₹8,999"
787,3 GB RAM ,32 GB ROM,redmi,Gold,5.84,HD+,5,12,"₹8,990"
789,8 GB RAM ,128 GB RO,Mi,Blue,6.67,HD+,16,108,"₹24,798"
790,3 GB RAM ,32 GB ROM,redmi,Blue,5.84,HD+,5,12,"₹8,990"
791,3 GB RAM ,32 GB ROM,redmi,Black,5.84,HD+,5,12,"₹8,999"
792,4 GB RAM ,64 GB ROM,redmi,Blue,5.84,HD+,5,12,"₹10,990"
793,3 GB RAM ,32 GB ROM,redmi,Gold,5.84,HD+,5,12,"₹9,990"
798,4 GB RAM ,64 GB ROM,redmi,Blue,6.67,HD+,16,48,"₹11,990"
803,128 GB RO,128 GB ROM,apple,Black,6.1,HD,12,12,"₹45,999"
804,128 GB RO,128 GB ROM,apple,Green,6.1,XDR,12,12,"₹61,499"
805,64 GB RO,64 GB ROM,apple,White,6.1,HD,12,12,"₹38,999"
808,128 GB RO,128 GB ROM,apple,Purple,6.1,XDR,12,12,"₹71,999"
809,64 GB RO,64 GB ROM,apple,Black,6.1,HD,12,12,"₹38,999"
811,128 GB RO,128 GB ROM,apple,White,6.1,HD,12,12,"₹45,999"
812,128 GB RO,128 GB ROM,apple,Blue,6.1,XDR,12,12,"₹71,999"
816,128 GB RO,128 GB ROM,apple,Blue,6.7,XDR,12,12,"₹77,999"
817,128 GB RO,128 GB ROM,apple,Purple,6.7,XDR,12,12,"₹77,999"
821,64 GB RO,64 GB ROM,apple,Purple,6.1,XDR,12,12,"₹53,999"
822,128 GB RO,128 GB ROM,apple,Blue,6.1,XDR,12,12,"₹61,499"
824,128 GB RO,128 GB ROM,apple,Purple,6.1,XDR,12,12,"₹57,999"
825,64 GB RO,64 GB ROM,apple,Black,6.1,XDR,12,12,"₹53,999"
827,256 GB RO,256 GB ROM,apple,Purple,6.7,XDR,12,12,"₹87,999"
828,128 GB RO,128 GB ROM,apple,Purple,6.1,XDR,12,48,"₹1,23,099"
829,64 GB RO,64 GB ROM,apple,White,6.1,XDR,12,12,"₹53,999"
830,64 GB RO,64 GB ROM,apple,Green,6.1,XDR,12,12,"₹53,999"
833,64 GB RO,64 GB ROM,apple,Blue,6.1,XDR,12,12,"₹53,999"
834,128 GB RO,128 GB ROM,apple,Yellow,6.7,XDR,12,12,"₹77,999"
835,256 GB RO,256 GB ROM,apple,Blue,6.1,XDR,12,12,"₹81,999"
836,128 GB RO,128 GB ROM,apple,Black,6.7,XDR,12,48,"₹1,28,099"
839,128 GB RO,128 GB ROM,apple,Silver,6.7,XDR,12,48,"₹1,28,099"
841,256 GB RO,256 GB ROM,apple,Yellow,6.7,XDR,12,12,"₹87,999"
842,512 GB RO,512 GB ROM,apple,Silver,6.1,XDR,12,12,"₹1,25,999"
844,128 GB RO,128 GB ROM,apple,Gold,6.7,XDR,12,48,"₹1,28,099"
847,256 GB RO,256 GB ROM,apple,Purple,6.1,XDR,12,12,"₹81,999"
848,128 GB RO,128 GB ROM,apple,Purple,6.7,XDR,12,48,"₹1,28,099"
849,128 GB RO,128 GB ROM,apple,Yellow,6.1,XDR,12,12,"₹72,999"
852,128 GB RO,128 GB ROM,apple,Silver,6.1,XDR,12,48,"₹1,23,099"
853,128 GB RO,128 GB ROM,apple,Black,6.1,XDR,12,48,"₹1,23,099"
854,256 GB RO,256 GB ROM,apple,Blue,6.7,XDR,12,12,"₹87,999"
856,512 GB RO,512 GB ROM,apple,Blue,6.7,XDR,12,12,"₹1,07,999"
858,256 GB RO,256 GB ROM,apple,Black,6.1,XDR,12,48,"₹1,33,099"
860,256 GB RO,256 GB ROM,apple,Green,6.1,XDR,12,12,"₹66,999"
861,256 GB RO,256 GB ROM,apple,Black,6.1,XDR,12,12,"₹66,999"
864,128 GB RO,128 GB ROM,apple,Gold,6.1,XDR,12,48,"₹1,23,099"
865,256 GB RO,256 GB ROM,apple,Purple,6.1,XDR,12,48,"₹1,33,099"
867,512 GB RO,512 GB ROM,apple,Black,6.1,XDR,12,48,"₹1,53,099"
869,256 GB RO,256 GB ROM,apple,Blue,5.4,XDR,12,12,"₹55,999"
870,512 GB RO,512 GB ROM,apple,Blue,6.1,XDR,12,12,"₹85,499"
872,256 GB RO,256 GB ROM,apple,Blue,6.1,XDR,12,12,"₹66,999"
873,512 GB RO,512 GB ROM,apple,Gold,6.1,XDR,12,12,"₹1,25,999"
874,256 GB RO,256 GB ROM,apple,Blue,6.1,XDR,12,12,"₹71,499"
875,256 GB RO,256 GB ROM,apple,Silver,6.1,XDR,12,48,"₹1,33,099"
879,512 GB RO,512 GB ROM,apple,Purple,6.7,XDR,12,12,"₹1,07,999"
881,256 GB RO,256 GB ROM,apple,Black,5.4,XDR,12,12,"₹55,999"
883,512 GB RO,512 GB ROM,apple,Silver,6.1,XDR,12,12,"₹1,06,699"
884,1 TB RO,1 TB ROM,apple,Green,6.7,XDR,12,12,"₹1,55,999"
887,512 GB RO,512 GB ROM,apple,Green,6.1,XDR,12,12,"₹85,499"
888,256 GB RO,256 GB ROM,apple,Yellow,6.1,XDR,12,12,"₹82,999"
889,512 GB RO,512 GB ROM,apple,Green,5.4,XDR,12,12,"₹89,999"
890,1 TB RO,1 TB ROM,apple,Silver,6.7,XDR,12,12,"₹1,55,999"
891,1 TB RO,1 TB ROM,apple,Blue,6.1,XDR,12,12,"₹1,44,999"
893,512 GB RO,512 GB ROM,apple,Purple,6.1,XDR,12,48,"₹1,53,099"
894,512 GB RO,512 GB ROM,apple,Purple,6.1,XDR,12,12,"₹1,01,999"
897,512 GB RO,512 GB ROM,apple,Blue,6.1,XDR,12,12,"₹1,01,999"
898,64 GB RO,64 GB ROM,apple,Green,6.5,XDR,12,12,"₹95,699"
899,512 GB RO,512 GB ROM,apple,Silver,6.1,XDR,12,48,"₹1,53,099"
900,256 GB RO,256 GB ROM,apple,Gold,6.1,XDR,12,48,"₹1,33,099"
902,512 GB RO,512 GB ROM,apple,Gold,6.7,XDR,12,12,"₹1,34,999"
903,512 GB RO,512 GB ROM,apple,Blue,6.7,XDR,12,12,"₹1,34,999"
904,32 GB RO,32 GB ROM,apple,Silver,4.7,HD,5,12,"₹29,990"
906,512 GB RO,512 GB ROM,apple,Gold,6.1,XDR,12,48,"₹1,53,099"
908,64 GB RO,64 GB ROM,apple,Yellow,6.1,HD,12,12,"₹42,999"
909,128 GB RO,128 GB ROM,apple,Purple,6.1,HD,12,12,"₹47,999"
911,64 GB RO,64 GB ROM,apple,Green,6.1,HD,12,12,"₹42,999"
912,256 GB RO,256 GB ROM,apple,Purple,6.7,XDR,12,48,"₹1,38,099"
913,256 GB RO,256 GB ROM,apple,Green,6.1,XDR,12,12,"₹71,499"
914,64 GB RO,64 GB ROM,apple,Black,5.4,XDR,12,12,"₹49,999"
915,256 GB RO,256 GB ROM,apple,Silver,6.7,XDR,12,48,"₹1,38,099"
917,256 GB RO,256 GB ROM,apple,Black,6.7,XDR,12,48,"₹1,38,099"
920,128 GB RO,128 GB ROM,apple,Green,5.4,XDR,12,12,"₹54,999"
921,256 GB RO,256 GB ROM,apple,White,4.7,HD,7,12,"₹40,990"
922,128 GB RO,128 GB ROM,apple,Green,6.1,XDR,12,12,"₹1,19,900"
923,64 GB RO,64 GB ROM,apple,Black,4.7,HD,7,12,"₹28,990"
924,128 GB RO,128 GB ROM,apple,Silver,6.7,XDR,12,12,"₹1,29,900"
927,1 TB RO,1 TB ROM,apple,Gold,6.7,XDR,12,12,"₹1,55,999"
930,64 GB RO,64 GB ROM,apple,Grey,6.5,XDR,12,12,"₹95,699"
931,512 GB RO,512 GB ROM,apple,Silver,6.7,XDR,12,12,"₹1,34,999"
932,512 GB RO,512 GB ROM,apple,Gold,6.1,XDR,12,12,"₹1,06,699"
933,32 GB RO,32 GB ROM,apple,Gold,4.7,HD,2,8,"₹28,130"
934,16 GB RO,16 GB ROM,apple,Grey,4.7,HD,2,8,"₹52,000"
935,512 GB RO,512 GB ROM,apple,Green,6.7,XDR,12,12,"₹1,34,999"
936,64 GB RO,64 GB ROM,apple,Gold,5.5,HD,7,12,"₹49,900"
937,1 TB RO,1 TB ROM,apple,Silver,6.1,XDR,12,48,"₹1,73,099"
938,1 TB RO,1 TB ROM,apple,Green,6.1,XDR,12,12,"₹1,44,999"
939,64 GB RO,64 GB ROM,apple,Grey,5.5,HD,7,12,"₹49,900"
940,256 GB RO,256 GB ROM,apple,Gold,4.7,HD,7,12,"₹77,000"
941,64 GB RO,64 GB ROM,apple,Gold,4.7,HD,7,12,"₹39,900"
942,128 GB RO,128 GB ROM,apple,Gold,6.7,XDR,12,12,"₹1,29,900"
943,256 GB RO,256 GB ROM,apple,Silver,4.7,HD,7,12,"₹77,000"
944,64 GB RO,64 GB ROM,apple,Grey,6.5,HD,7,12,"₹1,09,900"
945,32 GB RO,32 GB ROM,apple,Grey,4.7,HD,2,8,"₹30,780"
946,128 GB RO,128 GB ROM,apple,Gold,6.1,XDR,12,12,"₹1,19,900"
948,16 GB RO,16 GB ROM,apple,Grey,6.1,Retina,2,8,"₹25,000"
949,32 GB RO,32 GB ROM,apple,Gold,5.5,HD,5,12,"₹34,900"
953,64 GB RO,64 GB ROM,apple,Green,5.8,XDR,12,12,"₹87,099"
954,256 GB RO,256 GB ROM,apple,Grey,6.5,HD,7,12,"₹1,24,900"
955,64 GB RO,64 GB ROM,apple,Silver,4.7,HD,7,12,"₹39,900"
956,256 GB RO,256 GB ROM,apple,Grey,5.5,HD,7,12,"₹84,900"
957,512 GB RO,512 GB ROM,apple,Grey,5.8,HD,7,12,"₹1,34,900"
959,256 GB RO,256 GB ROM,apple,Silver,5.5,HD,7,12,"₹84,900"
960,256 GB RO,256 GB ROM,apple,Green,6.7,XDR,12,12,"₹1,39,900"
961,1 TB RO,1 TB ROM,apple,Black,6.1,XDR,12,48,"₹1,73,099"
962,64 GB RO,64 GB ROM,apple,Silver,5.5,HD,7,12,"₹49,900"
963,512 GB RO,512 GB ROM,apple,Gold,5.8,HD,7,12,"₹1,34,900"
964,256 GB RO,256 GB ROM,apple,Gold,6.5,HD,7,12,"₹1,24,900"
965,1 TB RO,1 TB ROM,apple,Blue,6.7,XDR,12,12,"₹1,55,999"
966,1 TB RO,1 TB ROM,apple,Gold,6.1,XDR,12,12,"₹1,44,999"
967,64 GB RO,64 GB ROM,apple,White,5.4,XDR,12,12,"₹49,999"
968,256 GB RO,256 GB ROM,apple,Blue,6.7,XDR,12,12,"₹1,39,900"
969,128 GB RO,128 GB ROM,apple,Green,6.7,XDR,12,12,"₹1,29,900"
972,128 GB RO,128 GB ROM,apple,Blue,5.4,XDR,12,12,"₹54,999"
973,128 GB RO,128 GB ROM,apple,Gold,6.1,XDR,12,12,"₹78,899"
974,1 TB RO,1 TB ROM,apple,Silver,6.7,XDR,12,48,"₹1,78,099"
975,32 GB RO,32 GB ROM,apple,Black,4.7,HD,7,12,"₹31,500"
983,256 GB RO,256 GB ROM,apple,Black,4.7,HD,7,12,"₹40,990"
984,512 GB RO,512 GB ROM,apple,Green,6.1,XDR,12,12,"₹1,25,999"
985,16 GB RO,16 GB ROM,apple,Grey,5.5,HD,2,8,"₹39,999"
989,256 GB RO,256 GB ROM,apple,Green,5.4,XDR,12,12,"₹71,999"
990,512 GB RO,512 GB ROM,apple,Black,6.7,XDR,12,48,"₹1,58,099"
991,128 GB RO,128 GB ROM,apple,Yellow,6.1,HD,12,12,"₹47,999"
992,512 GB RO,512 GB ROM,apple,Silver,6.7,XDR,12,48,"₹1,58,099"
993,128 GB RO,128 GB ROM,apple,Black,5.4,XDR,12,12,"₹54,999"
994,512 GB RO,512 GB ROM,apple,Yellow,6.7,XDR,12,12,"₹1,07,999"
